TargetID	TargetName	SMILES	AnalogSeriesID	pKi
CHEMBL233	Mu opioid receptor	CC(C(C(=O)N(CCCN1C2CCC1CC(C2)c3cccc(c3)C(=O)N)Cc4ccccc4)O)O	9312	8
CHEMBL233	Mu opioid receptor	CC(C(C(=O)N(CCN1C2CCC1CC(C2)c3cccc(c3)C(=O)N)Cc4ccccc4)O)O	17837	8
CHEMBL233	Mu opioid receptor	CC(C)(C(=O)N(CCCN1C2CCC1CC(C2)c3cccc(c3)C(=O)N)Cc4ccccc4)O	9312	8
CHEMBL233	Mu opioid receptor	CC(C)(C(=O)N(CCN1C2CCC1CC(C2)c3cccc(c3)C(=O)N)CC4CCC4)S(=O)(=O)C	18600	8
CHEMBL233	Mu opioid receptor	CC(C)(C(=O)N(CCN1C2CCC1CC(C2)c3cccc(c3)C(=O)N)Cc4c(cccc4F)F)O	13708	8
CHEMBL233	Mu opioid receptor	CC(C)(C(=O)N(CCN1C2CCC1CC(C2)c3cccc(c3)C(=O)N)Cc4ccccc4)O	17837	8
CHEMBL233	Mu opioid receptor	CC(C)(C)C(=O)N(CCCN1C2CCC1CC(C2)c3cccc(c3)C(=O)N)Cc4ccccc4	9312	8
CHEMBL233	Mu opioid receptor	CC(C)(C)C(=O)N(CCN1C2CCC1CC(C2)c3cccc(c3)C(=O)N)CC4CCCC4	24658	8
CHEMBL233	Mu opioid receptor	CC(C)(C)C(=O)N(CCN1C2CCC1CC(C2)c3cccc(c3)C(=O)N)Cc4c(cccc4F)F	13708	8
CHEMBL233	Mu opioid receptor	CC(C)(C)C(=O)N(CCN1C2CCC1CC(C2)c3cccc(c3)C(=O)N)Cc4ccccc4	17837	8
CHEMBL233	Mu opioid receptor	CC(C)(C)NCCC(C(=O)N(CCN1C2CCC1CC(C2)c3cccc(c3)C(=O)N)CC4CCCCC4)O	18511	8
CHEMBL233	Mu opioid receptor	CC(C)N(C)S(=O)(=O)c1ccccc1c2ccc(cc2)CN3CCCCC3	15511	5.9
CHEMBL233	Mu opioid receptor	CC(C)N(C)S(=O)(=O)c1ccccc1c2ccc(cc2)CNC3CCCC3	15511	6.41
CHEMBL233	Mu opioid receptor	CC(C)N(CCN1CN(C2(C1=O)CCN(CC2)C(c3ccccc3Cl)c4ccccc4Cl)c5ccccc5)C(C)C	24633	5.72
CHEMBL233	Mu opioid receptor	CC(C)N(CCN1CN(C2(C1=O)CCN(CC2)C3CCC(c4c3cccc4)(C)C)c5ccccc5)C(C)C	10988	7.09
CHEMBL233	Mu opioid receptor	CC(C)N1CN(C2(C1=O)CCN(CC2)C(c3ccccc3)c4ccccc4)c5ccccc5	24317	5.39
CHEMBL233	Mu opioid receptor	CC(C)NC(=O)C1(CC2CCC(C1)N2C(c3ccccc3Cl)c4ccccc4Cl)c5ccccc5	16507	6.48
CHEMBL233	Mu opioid receptor	CC(C)NC(=O)N(CCN1C2CCC1CC(C2)c3cccc(c3)C(=O)N)CC4CCCCC4	18511	8
CHEMBL233	Mu opioid receptor	CC(C)NC(=O)c1ccc(nc1)Oc2ccc(cc2)CNCCc3ccccc3	16629	7.28
CHEMBL233	Mu opioid receptor	CC(C)NCCN1CN(C2(C1=O)CCN(CC2)C(c3ccccc3Cl)c4ccccc4Cl)c5ccccc5	24633	6.13
CHEMBL233	Mu opioid receptor	CC(C)NCCN1CN(C2(C1=O)CCN(CC2)C3CCC(c4c3cccc4)(C)C)c5ccccc5	10988	7.16
CHEMBL233	Mu opioid receptor	CC(C)NCCN1CN(C2(C1=O)CCN(CC2)Cc3c(cccc3Cl)Cl)c4ccccc4	10988	6.87
CHEMBL233	Mu opioid receptor	CC(C)S(=O)(=O)N1CCN(CC1)Cc2ccccc2C3(CCN(CC3)C(c4ccccc4Cl)c5ccccc5Cl)O	16482	6.45
CHEMBL233	Mu opioid receptor	CC(C)S(=O)(=O)NCc1ccc(cc1)CC(=O)N(C)C(CN2CCC(C2)O)c3ccccc3	4948	5.96
CHEMBL233	Mu opioid receptor	CC(C)S(=O)(=O)NCc1ccccc1C2(CCN(CC2)C(c3ccccc3Cl)c4ccccc4Cl)O	16482	6.79
CHEMBL233	Mu opioid receptor	CC(C)c1ccccc1OC(CCN2CCC(CC2)n3c4ccccc4nc3O)C(C)C	8555	7.7
CHEMBL233	Mu opioid receptor	CC(C1CCCCC1)N2CCC(CC2)N3c4ccccc4CC3=O	5735	8.46
CHEMBL233	Mu opioid receptor	CC(C=C)C(=O)OC1CC(C2(CCC3C(=O)OC(CC3(C2C1=O)C)c4ccoc4)C)C(=O)OC	10510	6.36
CHEMBL233	Mu opioid receptor	CC(CCc1ccccc1)(C2CC34C=CC2(C5C36CCN(C4Cc7c6c(c(cc7)O)O5)C)OC)O	6516	9.74
CHEMBL233	Mu opioid receptor	CC(CCc1ccccc1)(C2CC34C=CC2(C5C36CCN(C4Cc7c6c(c(cc7)O)O5)C)OCCF)O	6516	10
CHEMBL233	Mu opioid receptor	CC(CN1C2CCC1CC(C2)c3cccc(c3)O)N(Cc4ccccc4)C(=O)C	7001	8
CHEMBL233	Mu opioid receptor	CC(CN1C2CCC1CC(C2)c3cccc(c3)O)N(Cc4ccccc4)C(=O)C5CC5	7001	8
CHEMBL233	Mu opioid receptor	CC(CN1C2CCC1CC(C2)c3cccc(c3)O)N(Cc4ccccc4)C(=O)C5CCCC5	7001	8
CHEMBL233	Mu opioid receptor	CC(CN1C2CCC1CC(C2)c3cccc(c3)O)N(Cc4ccccc4)C(=O)C5CCCCC5	7001	8
CHEMBL233	Mu opioid receptor	CC(CN1C2CCC1CC(C2)c3cccc(c3)O)N(Cc4ccccc4)C(=O)CC5CCCC5	7001	8
CHEMBL233	Mu opioid receptor	CC(CN1C2CCC1CC(C2)c3cccc(c3)O)N(Cc4ccccc4)C(=O)CCC(=O)O	7001	8
CHEMBL233	Mu opioid receptor	CC(CN1C2CCC1CC(C2)c3cccc(c3)O)N(Cc4ccccc4)C(=O)CCC5CCCC5	7001	8
CHEMBL233	Mu opioid receptor	CC(CN1C2CCC1CC(C2)c3cccc(c3)O)N(Cc4ccccc4)C(=O)Cc5ccccc5	7001	8
CHEMBL233	Mu opioid receptor	CC(CNC(=O)C1(CC2CCC(C1)N2C(c3ccccc3Cl)c4ccccc4Cl)c5ccccc5)O	16507	7.24
CHEMBL233	Mu opioid receptor	CC(CO)(CO)C(=O)N(CCN1C2CCC1CC(C2)c3cccc(c3)C(=O)N)CC4CCC(CC4)(F)F	15131	8
CHEMBL233	Mu opioid receptor	CC(CO)(CO)C(=O)N(CCN1C2CCC1CC(C2)c3cccc(c3)C(=O)N)CC4CCC4	18600	8
CHEMBL233	Mu opioid receptor	CC(CO)(CO)C(=O)N(CCN1C2CCC1CC(C2)c3cccc(c3)C(=O)N)CC4CCCC4	24658	8
CHEMBL233	Mu opioid receptor	CC(CO)(CO)C(=O)N(CCN1C2CCC1CC(C2)c3cccc(c3)C(=O)N)CC4CCCCC4	18511	8
CHEMBL233	Mu opioid receptor	CC(COC)NCc1ccc(cc1)c2ccccc2S(=O)(=O)N3CCCC3	22495	6.36
CHEMBL233	Mu opioid receptor	CC(c1ccccc1)N2CCC(CC2)(c3ccccc3)O	20225	5.2
CHEMBL233	Mu opioid receptor	CC(c1ccccc1)N2CCC(CC2)N3c4ccccc4CC3=O	5735	8.63
CHEMBL233	Mu opioid receptor	CC(c1ccccc1)N2CCC3(CC2)C(=O)NCN3c4ccccc4	17316	7.13
CHEMBL233	Mu opioid receptor	CC(c1ccccc1)n2ccnc2C3(CCN(CC3)C(=O)Nc4ccccc4)c5ccccc5	8185	6.3
CHEMBL233	Mu opioid receptor	CC1(CCC(C(C1)(C)C)N2CCC(CC2)n3c4ccccc4n(c3=O)CC(=O)NC)C	10825	7.33
CHEMBL233	Mu opioid receptor	CC1(CCC(CC1)N2CCC(CC2)n3c4ccccc4n(c3=O)CC(=O)NC)C	10825	6.55
CHEMBL233	Mu opioid receptor	CC1(CCC(CC1)NCc2ccc(cc2)N3CCCc4c3ccc(c4)C(=O)N)C	13451	8
CHEMBL233	Mu opioid receptor	CC1(CCC(c2c1cc(c(c2)Cl)Cl)N3CCC4(CC3)C(=O)NCN4c5ccccc5)C	7653	6.01
CHEMBL233	Mu opioid receptor	CC1(CCC(c2c1cc(cc2)Cl)N3CCC4(CC3)C(=O)NCN4c5ccccc5)C	7659	7.31
CHEMBL233	Mu opioid receptor	CC1(CCC(c2c1cccc2)N3CCC4(CC3)C(=O)N(CN4c5ccccc5)CCN6CCCC6)C	10988	7.16
CHEMBL233	Mu opioid receptor	CC1(CCC(c2c1cccc2)N3CCC4(CC3)C(=O)N(CN4c5ccccc5)CCNC)C	10988	7.46
CHEMBL233	Mu opioid receptor	CC1(CCC(c2c1cccc2)N3CCC4(CC3)C(=O)N(CN4c5ccccc5)CCNC6CCC6)C	10988	7.19
CHEMBL233	Mu opioid receptor	CC1(CCC(c2c1cccc2)N3CCC4(CC3)C(=O)N(CN4c5ccccc5)CCNC6CCCC6)C	10988	7.02
CHEMBL233	Mu opioid receptor	CC1(CCC(c2c1cccc2)N3CCC4(CC3)C(=O)N(CN4c5ccccc5)CCNC6CCCCC6)C	10988	6.92
CHEMBL233	Mu opioid receptor	CC1(CCC(c2c1cccc2)N3CCC4(CC3)C(=O)N(CN4c5ccccc5)CCNCC6CC6)C	10988	6.62
CHEMBL233	Mu opioid receptor	CC1(CCC(c2c1cccc2)N3CCC4(CC3)C(=O)N(CN4c5ccccc5)CCNCC6CCCCC6)C	10988	6.99
CHEMBL233	Mu opioid receptor	CC1(CCC(c2c1cccc2)N3CCC4(CC3)C(=O)N(CN4c5ccccc5)CCNCC=C)C	10988	6.7
CHEMBL233	Mu opioid receptor	CC1(CCC(c2c1cccc2)N3CCC4(CC3)C(=O)N(CN4c5ccccc5)CCNCc6ccccc6)C	10988	6.86
CHEMBL233	Mu opioid receptor	CC1(CCC(c2c1cccc2)N3CCC4(CC3)C(=O)N(CN4c5ccccc5)CCO)C	10988	7.23
CHEMBL233	Mu opioid receptor	CC1(CCC(c2c1cccc2)N3CCC4(CC3)C(=O)NCN4c5ccccc5)C	10988	7.32
CHEMBL233	Mu opioid receptor	CC1(CCCC1N2CCC(CC2)n3c4ccccc4n(c3=O)CC(=O)NC)C	10825	6.46
CHEMBL233	Mu opioid receptor	CC1(CCCCCCC1)N2CCC(CC2)n3c4ccccc4nc3C5CCCN(C5)C	7313	8.2
CHEMBL233	Mu opioid receptor	CC1(CCCCCCC1)N2CCC(CC2)n3c4ccccc4nc3C5CCCNC5	7313	9.1
CHEMBL233	Mu opioid receptor	CC1(CCCCCCC1)N2CCC(CC2)n3c4ccccc4nc3c5cc6ccccc6o5	2865	6.99
CHEMBL233	Mu opioid receptor	CC1(CCCCCCC1)N2CCC(CC2)n3c4ccccc4nc3c5ccc(c(c5)Cl)F	2865	7.35
CHEMBL233	Mu opioid receptor	CC1(CCCCCCC1)N2CCC(CC2)n3c4ccccc4nc3c5ccc6cc[nH]c6c5	2865	6.82
CHEMBL233	Mu opioid receptor	CC1(CCCCCCC1)N2CCC(CC2)n3c4ccccc4nc3c5cccc(c5)C(F)(F)F	2865	7.19
CHEMBL233	Mu opioid receptor	CC1(CCCCCCC1)N2CCC(CC2)n3c4ccccc4nc3c5cccc(c5)CN	2865	7.7
CHEMBL233	Mu opioid receptor	CC1(CCCCCCC1)N2CCC(CC2)n3c4ccccc4nc3c5cccc(c5)OCCO	2865	7.96
CHEMBL233	Mu opioid receptor	CC1(CCCCCCC1)N2CCC(CC2)n3c4ccccc4nc3c5cccc(c5)S(=O)(=O)C	2865	8.2
CHEMBL233	Mu opioid receptor	CC1(CCCCCCC1)N2CCC(CC2)n3cnc4c3cccc4	2865	7.96
CHEMBL233	Mu opioid receptor	CC1(CCN(CC1)Cc2ccc(cc2)c3ccccc3S(=O)(=O)N4CCCC4)O	22495	7.03
CHEMBL233	Mu opioid receptor	CC1(COC1)CNCc2ccc(cc2)c3ccccc3S(=O)(=O)N4CCCC4	22495	6.71
CHEMBL233	Mu opioid receptor	CC1(c2cc(ccc2CC(C1N)O)O)C	12991	6.69
CHEMBL233	Mu opioid receptor	CC1(c2cc(ccc2CC(C1N)OC)O)C	12991	8.25
CHEMBL233	Mu opioid receptor	CC1(c2cc(ccc2CC(C1N)S)O)C	12991	6.79
CHEMBL233	Mu opioid receptor	CC1(c2cc(ccc2CC(C1NCC=Cc3ccccc3)OC)O)C	19497	8.79
CHEMBL233	Mu opioid receptor	CC1(c2cc(ccc2CCC1N(C)C)O)C	19497	6.94
CHEMBL233	Mu opioid receptor	CC1(c2cc(ccc2CCC1N(C)CC3CC3)O)C	19497	6.98
CHEMBL233	Mu opioid receptor	CC1(c2cc(ccc2CCC1N(C)CC=C)O)C	19497	5.97
CHEMBL233	Mu opioid receptor	CC1(c2cc(ccc2CCC1N(C)CC=Cc3ccccc3)O)C	19497	7.4
CHEMBL233	Mu opioid receptor	CC1(c2cc(ccc2CCC1N(CC3CC3)CC4CC4)O)C	19497	6.37
CHEMBL233	Mu opioid receptor	CC1(c2cc(ccc2CCC1N(CC=C)CC=C)O)C	19497	6.98
CHEMBL233	Mu opioid receptor	CC1(c2cc(ccc2CCC1N(CC=Cc3ccccc3)CC=Cc4ccccc4)O)C	19497	6.57
CHEMBL233	Mu opioid receptor	CC1(c2cc(ccc2CCC1NCC3CC3)O)C	19497	6.51
CHEMBL233	Mu opioid receptor	CC1(c2cc(ccc2CCC1NCC=C)O)C	19497	6.69
CHEMBL233	Mu opioid receptor	CC1(c2cc(ccc2CCC1NCC=Cc3ccccc3)O)C	19497	7.97
CHEMBL233	Mu opioid receptor	CC12CCC3C(=O)OC(CC3(C1C(=O)C(CC2C(=O)OC)NC(=O)c4ccccc4)C)c5ccoc5	10510	8.51
CHEMBL233	Mu opioid receptor	CC12CCC3C(=O)OC(CC3(C1C(=O)C(CC2C(=O)OC)OC(=O)C4CCCCC4)C)c5ccoc5	10510	5.99
CHEMBL233	Mu opioid receptor	CC12CCC3C(=O)OC(CC3(C1C(=O)C(CC2C(=O)OC)OC(=O)C=C)C)c4ccoc4	10510	6.01
CHEMBL233	Mu opioid receptor	CC12CCC3C(=O)OC(CC3(C1C(=O)C(CC2C(=O)OC)OC(=O)C=CC(=O)OC)C)c4ccoc4	10510	6.15
CHEMBL233	Mu opioid receptor	CC12CCC3C(=O)OC(CC3(C1C(=O)C(CC2C(=O)OC)OC(=O)C=Cc4ccc5c(c4)OCO5)C)c6ccoc6	10510	5.55
CHEMBL233	Mu opioid receptor	CC12CCC3C(=O)OC(CC3(C1C(=O)C(CC2C(=O)OC)OC(=O)C=Cc4ccccc4)C)c5ccoc5	10510	7.28
CHEMBL233	Mu opioid receptor	CC12CCC3C(=O)OC(CC3(C1C(=O)C(CC2C(=O)OC)OC(=O)C=Cc4cccnc4)C)c5ccoc5	10510	6.48
CHEMBL233	Mu opioid receptor	CC12CCC3C(=O)OC(CC3(C1C(=O)C(CC2C(=O)OC)OC(=O)C=Cc4ccsc4)C)c5ccoc5	10510	7.74
CHEMBL233	Mu opioid receptor	CC12CCC3C(=O)OC(CC3(C1C(=O)C(CC2C(=O)OC)OC(=O)CC=C)C)c4ccoc4	10510	5.84
CHEMBL233	Mu opioid receptor	CC12CCC3C(=O)OC(CC3(C1C(=O)C(CC2C(=O)OC)OC(=O)CCCC(=O)O)C)c4ccoc4	10510	5.34
CHEMBL233	Mu opioid receptor	CC12CCC3C(=O)OC(CC3(C1C(=O)C(CC2C(=O)OC)OC(=O)CCCC(=O)OC)C)c4ccoc4	10510	5.3
CHEMBL233	Mu opioid receptor	CC12CCC3C(=O)OC(CC3(C1C(=O)C(CC2C(=O)OC)OC(=O)NCC=C)C)c4ccoc4	10510	6.19
CHEMBL233	Mu opioid receptor	CC12CCC3C(=O)OC(CC3(C1C(=O)C(CC2C(=O)OC)OC(=O)Nc4ccccc4)C)c5ccoc5	10510	7.8
CHEMBL233	Mu opioid receptor	CC12CCC3C(=O)OC(CC3(C1C(=O)C(CC2C(=O)OC)OC(=O)c4cc5ccccc5o4)C)c6ccoc6	10510	8
CHEMBL233	Mu opioid receptor	CC12CCC3C(=O)OC(CC3(C1C(=O)C(CC2C(=O)OC)OC(=O)c4ccc(cc4)Br)C)c5ccoc5	10510	8
CHEMBL233	Mu opioid receptor	CC12CCC3C(=O)OC(CC3(C1C(=O)C(CC2C(=O)OC)OC(=O)c4ccc(cc4)OC)C)c5ccoc5	10510	7.15
CHEMBL233	Mu opioid receptor	CC12CCC3C(=O)OC(CC3(C1C(=O)C(CC2C(=O)OC)OC(=O)c4ccc(cc4)[N+](=O)[O-])C)c5ccoc5	10510	6.59
CHEMBL233	Mu opioid receptor	CC12CCC3C(=O)OC(CC3(C1C(=O)C(CC2C(=O)OC)OC(=O)c4ccc5ccccc5c4)C)c6ccoc6	10510	6.74
CHEMBL233	Mu opioid receptor	CC12CCC3C(=O)OC(CC3(C1C(=O)C(CC2C(=O)OC)OC(=O)c4cccc(c4)Br)C)c5ccoc5	10510	6.96
CHEMBL233	Mu opioid receptor	CC12CCC3C(=O)OC(CC3(C1C(=O)C(CC2C(=O)OC)OC(=O)c4cccc(c4)OC)C)c5ccoc5	10510	7.52
CHEMBL233	Mu opioid receptor	CC12CCC3C(=O)OC(CC3(C1C(=O)C(CC2C(=O)OC)OC(=O)c4ccccc4)C)c5ccoc5	10510	7.92
CHEMBL233	Mu opioid receptor	CC12CCC3C(=O)OC(CC3(C1C(=O)C(CC2C(=O)OC)OC(=O)c4ccccc4Br)C)c5ccoc5	10510	6.96
CHEMBL233	Mu opioid receptor	CC12CCC3C(=O)OC(CC3(C1C(=O)C(CC2C(=O)OC)OC(=O)c4ccccc4OC)C)c5ccoc5	10510	5.79
CHEMBL233	Mu opioid receptor	CC12CCC3C(=O)OC(CC3(C1C(=O)C(CC2C(=O)OC)OC(=O)c4ccccc4[N+](=O)[O-])C)c5ccoc5	10510	5.12
CHEMBL233	Mu opioid receptor	CC12CCC3C(=O)OC(CC3(C1C(=O)C(CC2C(=O)OC)OC(=O)c4cccnc4)C)c5ccoc5	10510	7.14
CHEMBL233	Mu opioid receptor	CC12CCC3C(=O)OC(CC3(C1C(=O)C(CC2C(=O)OC)OC(=O)c4cccs4)C)c5ccoc5	10510	8
CHEMBL233	Mu opioid receptor	CC12CCC3C(=O)OC(CC3(C1C(=O)C(CC2C(=O)OC)OC(=O)c4ccsc4)C)c5ccoc5	10510	8
CHEMBL233	Mu opioid receptor	CC12CCC3C(=O)OC(CC3(C1C(=O)C(CC2C(=O)OC)OCOC)C)c4ccoc4	10510	6.41
CHEMBL233	Mu opioid receptor	CC12c3c(c4ccccc4[nH]3)CC5(C16CCN(C5Cc7c6c(c(cc7)O)O2)C)CC=Cc8ccccc8	1237	7.36
CHEMBL233	Mu opioid receptor	CC1C2Cc3cc(c(cc3C1(CCN2CC4CC4)C)C(=O)N)N	3306	7.06
CHEMBL233	Mu opioid receptor	CC1C2Cc3cc4c(cc3C1(CCN2CC5CC5)C)c(ncn4)N	1672	6.05
